Name,CodeName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,UniqueOnlyB,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,IndexOrder,UniqueOnly,Image,ZukanIndexSuffix,SkillLevelUnlock,SkillUnlockItem,SkillUnlock_,ActiveSkill,ActiveSkillBonus0,ActiveSkillBonus1,ActiveSkillBonus2,ActiveSkillBonus3,ActiveSkillBonus4,Mount,Mount Type,Passive0aCondition,Passive0a,Passive1a,Passive2a,Passive3a,Passive4a,Passive0bCondition,Passive0b,Passive1b,Passive2b,Passive3b,Passive4b,Passive0cCondition,Passive0c,Passive1c,Passive2c,Passive3c,Passive4c
Hangyu Cryst,WindChimes_Ice,None,None,None,TRUE,EPalTribeID::WindChimes_Ice,WindChimes_Ice,32,B,EPalSizeType::XS,2,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,70,80,70,100,100,1,1,1,1020,Escape_to_Battle,None,50,100,400,550,250,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,1422,0,0,0,0,1,1,0,0,0,0,1,2,0,None,None,None,None,32,TRUE,,B,31,SkillUnlock_WindChimes_Ice,Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzaku,Suzaku,None,None,None,TRUE,EPalTribeID::Suzaku,Suzaku,102,,EPalSizeType::XL,8,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,100,105,105,100,100,1,1,1,9840,Warlike,None,100,200,850,1100,450,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,5,FALSE,TRUE,350,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,33,FALSE,,,40,SkillUnlock_Suzaku,Saddle,,,,,,,TRUE,Fly,,,,,,,,,,,,,,ElementBoost_Fire_PAL_PartnerSKill_1,ElementBoost_Fire_PAL_PartnerSKill_2,ElementBoost_Fire_PAL_PartnerSKill_3,ElementBoost_Fire_PAL_PartnerSKill_4,ElementBoost_Fire_PAL_PartnerSKill_5
Suzaku Aqua,Suzaku_Water,None,None,None,TRUE,EPalTribeID::Suzaku_Water,Suzaku_Water,102,B,EPalSizeType::XL,9,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,125,100,105,105,100,100,1,1,1,10110,Warlike,None,100,200,850,1100,450,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,5,FALSE,TRUE,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,34,TRUE,,B,43,SkillUnlock_Suzaku_Water,Saddle,,,,,,,TRUE,Fly,,,,,,,,,,,,,,ElementBoost_Water_PAL_PartnerSKill_1,ElementBoost_Water_PAL_PartnerSKill_2,ElementBoost_Water_PAL_PartnerSKill_3,ElementBoost_Water_PAL_PartnerSKill_4,ElementBoost_Water_PAL_PartnerSKill_5
Pyrin,FireKirin,None,None,None,TRUE,EPalTribeID::FireKirin,FireKirin,58,,EPalSizeType::L,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,110,95,90,100,100,1,1,1,6720,Warlike,None,100,150,850,1300,500,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,5,FALSE,TRUE,100,50,360,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,35,FALSE,,,30,SkillUnlock_FireKirin,Saddle,,,,,,,TRUE,Ground,together,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Pyrin Noct,FireKirin_Dark,None,None,None,TRUE,EPalTribeID::FireKirin_Dark,FireKirin_Dark,58,B,EPalSizeType::L,7,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,110,95,90,100,100,1,1,1,7270,Warlike,None,100,150,850,1300,500,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,5,FALSE,TRUE,100,50,240,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,36,TRUE,,B,33,SkillUnlock_FireKirin_Dark,Saddle,,,,,,,TRUE,Ground,together,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Elphidran,FairyDragon,None,None,None,TRUE,EPalTribeID::FairyDragon,FairyDragon,80,,EPalSizeType::L,7,EPalElementType::Dragon,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,80,80,90,100,100,1,1,1,5230,Escape_to_Battle,None,83,83,630,800,456,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,5,FALSE,TRUE,130,50,540,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,37,FALSE,,,21,SkillUnlock_FairyDragon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,ElementAddDrop_Dark_1_PAL,ElementAddDrop_Dark_2_PAL,ElementAddDrop_Dark_3_PAL,ElementAddDrop_Dark_4_PAL,ElementAddDrop_Dark_5_PAL
Elphidran Aqua,FairyDragon_Water,None,None,None,TRUE,EPalTribeID::FairyDragon_Water,FairyDragon_Water,80,B,EPalSizeType::L,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,115,80,80,95,100,100,1,1,1,5320,Escape_to_Battle,None,83,83,630,800,456,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,5,FALSE,TRUE,130,50,530,0,3,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,38,TRUE,,B,28,SkillUnlock_FairyDragon_Water,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,ElementAddDrop_Fire_1_PAL,ElementAddDrop_Fire_2_PAL,ElementAddDrop_Fire_3_PAL,ElementAddDrop_Fire_4_PAL,ElementAddDrop_Fire_5_PAL
Woolipop,SweetsSheep,None,None,None,TRUE,EPalTribeID::SweetsSheep,SweetsSheep,34,,EPalSizeType::S,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,90,100,100,1,1,1,1450,Escape_to_Battle,None,50,100,300,400,200,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None,39,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Sweets_1,CharacterSpawnItem_Sweets_2,CharacterSpawnItem_Sweets_3,CharacterSpawnItem_Sweets_4,CharacterSpawnItem_Sweets_5
Cryolinx,WhiteTiger,None,None,None,TRUE,EPalTribeID::WhiteTiger,WhiteTiger,83,,EPalSizeType::L,7,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,140,100,110,100,100,1,1,1,8440,Warlike,None,100,280,720,900,460,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,130,0,0,0,0,1,0,2,0,0,0,3,0,0,None,None,None,None,40,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,ElementAddDrop_Dragon_1_PAL,ElementAddDrop_Dragon_2_PAL,ElementAddDrop_Dragon_3_PAL,ElementAddDrop_Dragon_4_PAL,ElementAddDrop_Dragon_5_PAL
Melpaca,Alpaca,None,None,None,TRUE,EPalTribeID::Alpaca,Alpaca,36,,EPalSizeType::M,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,90,75,90,100,100,1.1,1,1,2740,Escape_to_Battle,None,62,62,460,800,261,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,890,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None,41,FALSE,,,7,SkillUnlock_Alpaca,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,CharacterSpawnItem_Alpaca_1,CharacterSpawnItem_Alpaca_2,CharacterSpawnItem_Alpaca_3,CharacterSpawnItem_Alpaca_4,CharacterSpawnItem_Alpaca_5
Surfent,Serpent,None,None,None,TRUE,EPalTribeID::Serpent,Serpent,65,,EPalSizeType::M,4,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,70,90,80,100,100,1,1,1,5050,Warlike,None,100,200,500,650,350,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,3,TRUE,TRUE,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,42,FALSE,,,10,SkillUnlock_Serpent,Saddle,,,,,,,TRUE,Swim,,,,,,,,,,,,,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Surfent Terra,Serpent_Ground,None,None,None,TRUE,EPalTribeID::Serpent_Ground,Serpent_Ground,65,B,EPalSizeType::M,5,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,70,90,100,100,100,1,1,1,5140,Warlike,None,100,200,500,650,350,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,3,TRUE,TRUE,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,43,TRUE,,B,24,SkillUnlock_Serpent_Ground,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Cawgnito,DarkCrow,None,None,None,TRUE,EPalTribeID::DarkCrow,DarkCrow,44,,EPalSizeType::M,3,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,80,95,80,100,100,1,1,1,1840,NotInterested,None,85,170,920,1200,545,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,3,TRUE,TRUE,100,50,1080,0,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,44,FALSE,,,,,,Unique_DarkCrow_TelePoke,1.1,1.3,1.6,2,2.5,,,,,,,,,,,,,,,,,,,,
Azurobe,BlueDragon,None,None,None,TRUE,EPalTribeID::BlueDragon,BlueDragon,82,,EPalSizeType::L,7,EPalElementType::Water,EPalElementType::Dragon,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,70,100,100,100,100,1,1,1,5600,Escape_to_Battle,None,75,150,600,800,350,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,5,FALSE,TRUE,100,50,500,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,45,FALSE,,,24,SkillUnlock_BlueDragon,Saddle,,,,,,,TRUE,Swim,together,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Cattiva,PinkCat,None,None,None,TRUE,EPalTribeID::PinkCat,PinkCat,2,,EPalSizeType::XS,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,2,1.5,1,1000,Escape_to_Battle,None,30,60,400,550,160,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,150,1,2,25,90,1,TRUE,FALSE,0,FALSE,TRUE,100,50,1460,0,0,0,0,1,1,0,1,0,0,0,1,0,PAL_ALLAttack_down1,None,None,None,46,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxInventoryWeight_up_Partnerskill_1,MaxInventoryWeight_up_Partnerskill_2,MaxInventoryWeight_up_Partnerskill_3,MaxInventoryWeight_up_Partnerskill_4,MaxInventoryWeight_up_Partnerskill_5
Depresso,NegativeKoala,None,None,None,TRUE,EPalTribeID::NegativeKoala,NegativeKoala,17,,EPalSizeType::XS,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,1.2,1,1,1050,Warlike,None,10,10,300,400,100,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,150,1,2,25,90,1,TRUE,TRUE,0,FALSE,TRUE,100,50,1380,0,0,0,0,1,0,0,1,0,0,0,1,0,None,None,None,None,47,FALSE,,,,,,NightRunner,?,2,3,5,10,,,,,,,,,,,,,,,,,,,,
Fenglope,FengyunDeeper,None,None,None,TRUE,EPalTribeID::FengyunDeeper,FengyunDeeper,93,,EPalSizeType::S,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,110,90,100,100,1,1,1,2250,NotInterested,None,85,100,750,1050,417,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,5,FALSE,TRUE,100,50,980,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,48,FALSE,,,26,SkillUnlock_FengyunDeeper,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Reptyro,VolcanicMonster,None,None,None,TRUE,EPalTribeID::VolcanicMonster,VolcanicMonster,88,,EPalSizeType::L,6,EPalElementType::Fire,EPalElementType::Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,120,100,100,1,1,1,6940,Warlike,None,50,80,390,550,235,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,0,None,None,None,None,49,FALSE,,,31,SkillUnlock_VolcanicMonster,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,together,Mining_up2_Otomo_only,Mining_up3_Otomo_only,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only
Reptyro Cryst,VolcanicMonster_Ice,None,None,None,TRUE,EPalTribeID::VolcanicMonster_Ice,VolcanicMonster_Ice,88,B,EPalSizeType::L,7,EPalElementType::Ice,EPalElementType::Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,130,100,100,1,1,1,7380,Warlike,None,50,80,390,550,235,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,230,0,0,0,0,0,0,0,3,0,0,3,0,0,None,None,None,None,50,TRUE,,B,37,SkillUnlock_VolcanicMonster_Ice,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,together,Mining_up2_Otomo_only,Mining_up3_Otomo_only,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only
Maraith,GhostBeast,None,None,None,TRUE,EPalTribeID::GhostBeast,GhostBeast,66,,EPalSizeType::M,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,50,105,80,100,100,1,1,1,1570,Warlike,None,100,160,600,800,365,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,5,TRUE,TRUE,100,50,1150,0,0,0,0,0,2,0,1,0,0,0,0,0,None,None,None,None,51,FALSE,,,23,SkillUnlock_GhostBeast,Saddle,,,,,,,TRUE,Ground,together,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Robinquill,RobinHood,None,None,None,TRUE,EPalTribeID::RobinHood,RobinHood,48,,EPalSizeType::M,5,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,1,1,1,2050,Warlike,None,100,100,600,750,400,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,3,FALSE,TRUE,100,50,1020,0,0,1,0,2,2,1,0,0,1,0,2,0,None,None,None,None,52,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,WeakDamage_ActiveOtomo,WeakDamage_ActiveOtomo_1,WeakDamage_ActiveOtomo_2,WeakDamage_ActiveOtomo_3,WeakDamage_ActiveOtomo_4
Robinquill Terra,RobinHood_Ground,None,None,None,TRUE,EPalTribeID::RobinHood_Ground,RobinHood_Ground,48,B,EPalSizeType::M,6,EPalElementType::Leaf,EPalElementType::Earth,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,1,1,1,2150,Warlike,None,100,100,600,750,400,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,3,FALSE,TRUE,100,50,1000,0,0,0,0,2,2,1,0,0,1,0,2,0,None,None,None,None,53,TRUE,,B,,,,,,,,,,,,,,,,,,,,,,,,,WeakDamage_ActiveOtomo,WeakDamage_ActiveOtomo_1,WeakDamage_ActiveOtomo_2,WeakDamage_ActiveOtomo_3,WeakDamage_ActiveOtomo_4
Relaxaurus,LazyDragon,None,None,None,TRUE,EPalTribeID::LazyDragon,LazyDragon,85,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,100,70,100,100,1,1,1,10240,Warlike,None,40,60,650,800,150,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,280,0,2,0,0,0,0,0,0,0,0,0,1,0,PAL_FullStomach_Up_1,None,None,None,54,FALSE,,,44,SkillUnlock_LazyDragon,Saddle,UniqueRideShooting_MultiMissile,10,11,13,16,20,TRUE,Ground,,,,,,,,,,,,,,,,,,
Relaxaurus Lux,LazyDragon_Electric,None,None,None,TRUE,EPalTribeID::LazyDragon_Electric,LazyDragon_Electric,85,B,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Electricity,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,110,75,100,100,1,1,1,10380,Warlike,None,40,60,650,800,150,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,270,0,0,0,3,0,0,0,0,0,0,0,1,0,None,None,None,None,55,TRUE,,B,46,SkillUnlock_LazyDragon_Electric,Saddle,UniqueRideShooting_MultiMissile,10,11,13,16,20,TRUE,Ground,,,,,,,,,,,,,,,,,,
Kitsun,AmaterasuWolf,None,None,None,TRUE,EPalTribeID::AmaterasuWolf,AmaterasuWolf,61,,EPalSizeType::M,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,70,115,100,110,100,1,1,1,3170,NotInterested,None,80,130,700,900,415,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,5,TRUE,TRUE,100,50,830,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,56,FALSE,,,30,SkillUnlock_AmaterasuWolf,Saddle,,,,,,,TRUE,Ground,,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,,TemperatureInvalid_Heat,TemperatureInvalid_Heat,TemperatureInvalid_Heat,TemperatureInvalid_Heat,TemperatureInvalid_Heat,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Leezpunk,LizardMan,None,None,None,TRUE,EPalTribeID::LizardMan,LizardMan,45,,EPalSizeType::S,2,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,1,1,1,1720,Warlike,None,100,140,600,800,270,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,1,TRUE,TRUE,100,50,1120,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,57,FALSE,,,,,,SearchDungeon,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Leezpunk Ignis,LizardMan_Fire,None,None,None,TRUE,EPalTribeID::LizardMan_Fire,LizardMan_Fire,45,B,EPalSizeType::S,3,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,1,1,1,1640,Warlike,None,100,140,400,550,270,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,1,TRUE,TRUE,100,50,1140,1,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,58,TRUE,,B,,,,SearchDungeon,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Fuack,BluePlatypus,None,None,None,TRUE,EPalTribeID::Blueplatypus,BluePlatypus,6,,EPalSizeType::XS,1,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,80,80,60,100,100,1.3,1.1,1,1120,Escape_to_Battle,None,70,105,300,400,202,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,150,1,2,25,90,1,TRUE,FALSE,0,FALSE,TRUE,100,50,1330,0,1,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None,59,FALSE,,,,,,Unique_BluePlatypus_Toboggan,1,1.1,1.3,1.6,2,,,,,,,,,,,,,,,,,,,,
Vanwyrm,BirdDragon,None,None,None,TRUE,EPalTribeID::BirdDragon,BirdDragon,71,,EPalSizeType::L,4,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,115,90,100,100,1,1,1,4360,Warlike,None,100,350,700,850,475,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,5,TRUE,TRUE,150,50,660,1,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None,60,FALSE,,,21,SkillUnlock_BirdDragon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,WeakDamage_Riding,WeakDamage_Riding_1,WeakDamage_Riding_2,WeakDamage_Riding_3,WeakDamage_Riding_4
Vanwyrm Cryst,BirdDragon_Ice,None,None,None,TRUE,EPalTribeID::BirdDragon_Ice,BirdDragon_Ice,71,B,EPalSizeType::L,5,EPalElementType::Ice,EPalElementType::Dark,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,120,95,100,100,1,1,1,4610,Warlike,None,100,350,700,850,475,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,5,TRUE,TRUE,150,50,620,0,0,0,0,0,0,0,0,0,0,2,3,0,None,None,None,None,61,TRUE,,B,41,SkillUnlock_BirdDragon_Ice,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,WeakDamage_Riding,WeakDamage_Riding_1,WeakDamage_Riding_2,WeakDamage_Riding_3,WeakDamage_Riding_4
